link_id,lanes,length,from_node_id,to_node_id,FT,AT,dir_flag,time_period,assignment_period,volume,speed,speed_limit,Date,volume_pl
137,1,1.3,1,2,0,1,1,0000_0015,1800_0600,37,70,70,1/1/2016,37
137,3,1.3,1,2,1,1,1,0000_0015,1800_0600,265,59.22222222,70,1/1/2016,88.33333333
137,1,1.3,1,2,0,1,1,0015_0030,1800_0600,82,71.33333333,70,1/1/2016,82
137,3,1.3,1,2,1,1,1,0015_0030,1800_0600,442,60.22222222,70,1/1/2016,147.3333333
137,1,1.3,1,2,0,1,1,0030_0045,1800_0600,116,73,70,1/1/2016,116
137,3,1.3,1,2,1,1,1,0030_0045,1800_0600,578,60.77777778,70,1/1/2016,192.6666667
137,1,1.3,1,2,0,1,1,0045_0100,1800_0600,107,73,70,1/1/2016,107
137,3,1.3,1,2,1,1,1,0045_0100,1800_0600,585,59.88888889,70,1/1/2016,195
137,1,1.3,1,2,0,1,1,0100_0115,1800_0600,97,71.66666667,70,1/1/2016,97
137,3,1.3,1,2,1,1,1,0100_0115,1800_0600,529,59.55555556,70,1/1/2016,176.3333333
137,1,1.3,1,2,0,1,1,0115_0130,1800_0600,70,72,70,1/1/2016,70
137,3,1.3,1,2,1,1,1,0115_0130,1800_0600,486,59.11111111,70,1/1/2016,162
137,1,1.3,1,2,0,1,1,0130_0145,1800_0600,57,72.66666667,70,1/1/2016,57
137,3,1.3,1,2,1,1,1,0130_0145,1800_0600,444,58.11111111,70,1/1/2016,148
137,1,1.3,1,2,0,1,1,0145_0200,1800_0600,71,74,70,1/1/2016,71
137,3,1.3,1,2,1,1,1,0145_0200,1800_0600,476,56.88888889,70,1/1/2016,158.6666667
137,1,1.3,1,2,0,1,1,0200_0215,1800_0600,55,73.33333333,70,1/1/2016,55
137,3,1.3,1,2,1,1,1,0200_0215,1800_0600,409,58.88888889,70,1/1/2016,136.3333333
137,1,1.3,1,2,0,1,1,0215_0230,1800_0600,59,72.66666667,70,1/1/2016,59
137,3,1.3,1,2,1,1,1,0215_0230,1800_0600,407,58.11111111,70,1/1/2016,135.6666667
137,1,1.3,1,2,0,1,1,0230_0245,1800_0600,63,70.33333333,70,1/1/2016,63
137,3,1.3,1,2,1,1,1,0230_0245,1800_0600,376,59.33333333,70,1/1/2016,125.3333333
137,1,1.3,1,2,0,1,1,0245_0300,1800_0600,58,72.33333333,70,1/1/2016,58
137,3,1.3,1,2,1,1,1,0245_0300,1800_0600,372,59.22222222,70,1/1/2016,124
137,1,1.3,1,2,0,1,1,0300_0315,1800_0600,49,71,70,1/1/2016,49
137,3,1.3,1,2,1,1,1,0300_0315,1800_0600,337,58.77777778,70,1/1/2016,112.3333333
137,1,1.3,1,2,0,1,1,0315_0330,1800_0600,54,71,70,1/1/2016,54
137,3,1.3,1,2,1,1,1,0315_0330,1800_0600,336,59.33333333,70,1/1/2016,112
137,1,1.3,1,2,0,1,1,0330_0345,1800_0600,31,70.33333333,70,1/1/2016,31
137,3,1.3,1,2,1,1,1,0330_0345,1800_0600,271,59.77777778,70,1/1/2016,90.33333333
137,1,1.3,1,2,0,1,1,0345_0400,1800_0600,41,69,70,1/1/2016,41
137,3,1.3,1,2,1,1,1,0345_0400,1800_0600,257,57.77777778,70,1/1/2016,85.66666667
137,1,1.3,1,2,0,1,1,0400_0415,1800_0600,32,72,70,1/1/2016,32
137,3,1.3,1,2,1,1,1,0400_0415,1800_0600,229,56.55555556,70,1/1/2016,76.33333333
137,1,1.3,1,2,0,1,1,0415_0430,1800_0600,23,68.66666667,70,1/1/2016,23
137,3,1.3,1,2,1,1,1,0415_0430,1800_0600,231,58.33333333,70,1/1/2016,77
137,1,1.3,1,2,0,1,1,0430_0445,1800_0600,24,69.33333333,70,1/1/2016,24
137,3,1.3,1,2,1,1,1,0430_0445,1800_0600,210,56.33333333,70,1/1/2016,70
137,1,1.3,1,2,0,1,1,0445_0500,1800_0600,23,72.66666667,70,1/1/2016,23
137,3,1.3,1,2,1,1,1,0445_0500,1800_0600,235,57.88888889,70,1/1/2016,78.33333333
137,1,1.3,1,2,0,1,1,0500_0515,1800_0600,26,73.33333333,70,1/1/2016,26
137,3,1.3,1,2,1,1,1,0500_0515,1800_0600,218,57.33333333,70,1/1/2016,72.66666667
137,1,1.3,1,2,0,1,1,0515_0530,1800_0600,23,74.66666667,70,1/1/2016,23
137,3,1.3,1,2,1,1,1,0515_0530,1800_0600,228,59.77777778,70,1/1/2016,76
137,1,1.3,1,2,0,1,1,0530_0545,1800_0600,27,74.33333333,70,1/1/2016,27
137,3,1.3,1,2,1,1,1,0530_0545,1800_0600,268,58.88888889,70,1/1/2016,89.33333333
137,1,1.3,1,2,0,1,1,0545_0600,1800_0600,34,68.66666667,70,1/1/2016,34
137,3,1.3,1,2,1,1,1,0545_0600,1800_0600,272,58.88888889,70,1/1/2016,90.66666667
137,1,1.3,1,2,0,1,1,0600_0615,0600_0900,30,69,70,1/1/2016,30
137,3,1.3,1,2,1,1,1,0600_0615,0600_0900,286,57.44444444,70,1/1/2016,95.33333333
137,1,1.3,1,2,0,1,1,0615_0630,0600_0900,34,71.33333333,70,1/1/2016,34
137,3,1.3,1,2,1,1,1,0615_0630,0600_0900,299,58.55555556,70,1/1/2016,99.66666667
137,1,1.3,1,2,0,1,1,0630_0645,0600_0900,49,72,70,1/1/2016,49
137,3,1.3,1,2,1,1,1,0630_0645,0600_0900,333,59.22222222,70,1/1/2016,111
137,1,1.3,1,2,0,1,1,0645_0700,0600_0900,58,72.66666667,70,1/1/2016,58
137,3,1.3,1,2,1,1,1,0645_0700,0600_0900,372,59.44444444,70,1/1/2016,124
137,1,1.3,1,2,0,1,1,0700_0715,0600_0900,53,71,70,1/1/2016,53
137,3,1.3,1,2,1,1,1,0700_0715,0600_0900,402,59.44444444,70,1/1/2016,134
137,1,1.3,1,2,0,1,1,0715_0730,0600_0900,60,69.66666667,70,1/1/2016,60
137,3,1.3,1,2,1,1,1,0715_0730,0600_0900,489,60,70,1/1/2016,163
137,1,1.3,1,2,0,1,1,0730_0745,0600_0900,84,71.33333333,70,1/1/2016,84
137,3,1.3,1,2,1,1,1,0730_0745,0600_0900,561,61.44444444,70,1/1/2016,187
137,1,1.3,1,2,0,1,1,0745_0800,0600_0900,103,72.66666667,70,1/1/2016,103
137,3,1.3,1,2,1,1,1,0745_0800,0600_0900,665,61,70,1/1/2016,221.6666667
137,1,1.3,1,2,0,1,1,0800_0815,0600_0900,108,73,70,1/1/2016,108
137,3,1.3,1,2,1,1,1,0800_0815,0600_0900,668,61.33333333,70,1/1/2016,222.6666667
137,1,1.3,1,2,0,1,1,0815_0830,0600_0900,151,72.66666667,70,1/1/2016,151
137,3,1.3,1,2,1,1,1,0815_0830,0600_0900,795,63.11111111,70,1/1/2016,265
137,1,1.3,1,2,0,1,1,0830_0845,0600_0900,189,73,70,1/1/2016,189
137,3,1.3,1,2,1,1,1,0830_0845,0600_0900,885,63.77777778,70,1/1/2016,295
137,1,1.3,1,2,0,1,1,0845_0900,0600_0900,212,73.33333333,70,1/1/2016,212
137,3,1.3,1,2,1,1,1,0845_0900,0600_0900,906,63.44444444,70,1/1/2016,302
137,1,1.3,1,2,0,1,1,0900_0915,0900_1400,246,71.66666667,70,1/1/2016,246
137,3,1.3,1,2,1,1,1,0900_0915,0900_1400,908,64,70,1/1/2016,302.6666667
137,1,1.3,1,2,0,1,1,0915_0930,0900_1400,240,73,70,1/1/2016,240
137,3,1.3,1,2,1,1,1,0915_0930,0900_1400,931,63.66666667,70,1/1/2016,310.3333333
137,1,1.3,1,2,0,1,1,0930_0945,0900_1400,187,73,70,1/1/2016,187
137,3,1.3,1,2,1,1,1,0930_0945,0900_1400,812,63.11111111,70,1/1/2016,270.6666667
137,1,1.3,1,2,0,1,1,0945_1000,0900_1400,187,72,70,1/1/2016,187
137,3,1.3,1,2,1,1,1,0945_1000,0900_1400,768,63,70,1/1/2016,256
137,1,1.3,1,2,0,1,1,1000_1015,0900_1400,175,73.33333333,70,1/1/2016,175
137,3,1.3,1,2,1,1,1,1000_1015,0900_1400,680,63.55555556,70,1/1/2016,226.6666667
137,1,1.3,1,2,0,1,1,1015_1030,0900_1400,122,72,70,1/1/2016,122
137,3,1.3,1,2,1,1,1,1015_1030,0900_1400,666,62.55555556,70,1/1/2016,222
137,1,1.3,1,2,0,1,1,1030_1045,0900_1400,158,72.66666667,70,1/1/2016,158
137,3,1.3,1,2,1,1,1,1030_1045,0900_1400,617,61.11111111,70,1/1/2016,205.6666667
137,1,1.3,1,2,0,1,1,1045_1100,0900_1400,146,72.66666667,70,1/1/2016,146
137,3,1.3,1,2,1,1,1,1045_1100,0900_1400,622,61.66666667,70,1/1/2016,207.3333333
137,1,1.3,1,2,0,1,1,1100_1115,0900_1400,138,70.33333333,70,1/1/2016,138
137,3,1.3,1,2,1,1,1,1100_1115,0900_1400,603,62.55555556,70,1/1/2016,201
137,1,1.3,1,2,0,1,1,1115_1130,0900_1400,154,72.33333333,70,1/1/2016,154
137,3,1.3,1,2,1,1,1,1115_1130,0900_1400,656,62,70,1/1/2016,218.6666667
137,1,1.3,1,2,0,1,1,1130_1145,0900_1400,135,72.33333333,70,1/1/2016,135
137,3,1.3,1,2,1,1,1,1130_1145,0900_1400,652,62.66666667,70,1/1/2016,217.3333333
137,1,1.3,1,2,0,1,1,1145_1200,0900_1400,148,72,70,1/1/2016,148
137,3,1.3,1,2,1,1,1,1145_1200,0900_1400,675,61.22222222,70,1/1/2016,225
137,1,1.3,1,2,0,1,1,1200_1215,0900_1400,139,71.66666667,70,1/1/2016,139
137,3,1.3,1,2,1,1,1,1200_1215,0900_1400,671,61.77777778,70,1/1/2016,223.6666667
137,1,1.3,1,2,0,1,1,1215_1230,0900_1400,164,72.66666667,70,1/1/2016,164
137,3,1.3,1,2,1,1,1,1215_1230,0900_1400,683,62.77777778,70,1/1/2016,227.6666667
