link_id,lanes,length,from_node_id,to_node_id,FT,AT,dir_flag,time_period,assignment_period,volume,speed,speed_limit,Date,volume_pl
137,1,1.3,1,2,0,1,1,1230_1245,0900_1400,160,70.66666667,70,1/1/2016,160
137,3,1.3,1,2,1,1,1,1230_1245,0900_1400,695,63.44444444,70,1/1/2016,231.6666667
137,1,1.3,1,2,0,1,1,1245_1300,0900_1400,160,73,70,1/1/2016,160
137,3,1.3,1,2,1,1,1,1245_1300,0900_1400,691,62.66666667,70,1/1/2016,230.3333333
137,1,1.3,1,2,0,1,1,1300_1315,0900_1400,180,71,70,1/1/2016,180
137,3,1.3,1,2,1,1,1,1300_1315,0900_1400,681,62.22222222,70,1/1/2016,227
137,1,1.3,1,2,0,1,1,1315_1330,0900_1400,177,72,70,1/1/2016,177
137,3,1.3,1,2,1,1,1,1315_1330,0900_1400,679,62.66666667,70,1/1/2016,226.3333333
137,1,1.3,1,2,0,1,1,1330_1345,0900_1400,171,73,70,1/1/2016,171
137,3,1.3,1,2,1,1,1,1330_1345,0900_1400,694,62.77777778,70,1/1/2016,231.3333333
137,1,1.3,1,2,0,1,1,1345_1400,0900_1400,153,73,70,1/1/2016,153
137,3,1.3,1,2,1,1,1,1345_1400,0900_1400,695,62.11111111,70,1/1/2016,231.6666667
137,1,1.3,1,2,0,1,1,1400_1415,1400_1800,186,72,70,1/1/2016,186
137,3,1.3,1,2,1,1,1,1400_1415,1400_1800,686,62.33333333,70,1/1/2016,228.6666667
137,1,1.3,1,2,0,1,1,1415_1430,1400_1800,197,71.66666667,70,1/1/2016,197
137,3,1.3,1,2,1,1,1,1415_1430,1400_1800,769,63.22222222,70,1/1/2016,256.3333333
137,1,1.3,1,2,0,1,1,1430_1445,1400_1800,203,72,70,1/1/2016,203
137,3,1.3,1,2,1,1,1,1430_1445,1400_1800,732,61.88888889,70,1/1/2016,244
137,1,1.3,1,2,0,1,1,1445_1500,1400_1800,162,72,70,1/1/2016,162
137,3,1.3,1,2,1,1,1,1445_1500,1400_1800,746,63.33333333,70,1/1/2016,248.6666667
137,1,1.3,1,2,0,1,1,1500_1515,1400_1800,158,73,70,1/1/2016,158
137,3,1.3,1,2,1,1,1,1500_1515,1400_1800,714,62.55555556,70,1/1/2016,238
137,1,1.3,1,2,0,1,1,1515_1530,1400_1800,153,71.66666667,70,1/1/2016,153
137,3,1.3,1,2,1,1,1,1515_1530,1400_1800,729,62.44444444,70,1/1/2016,243
137,1,1.3,1,2,0,1,1,1530_1545,1400_1800,160,72.33333333,70,1/1/2016,160
137,3,1.3,1,2,1,1,1,1530_1545,1400_1800,748,62.44444444,70,1/1/2016,249.3333333
137,1,1.3,1,2,0,1,1,1545_1600,1400_1800,141,70.66666667,70,1/1/2016,141
137,3,1.3,1,2,1,1,1,1545_1600,1400_1800,726,62.88888889,70,1/1/2016,242
137,1,1.3,1,2,0,1,1,1600_1615,1400_1800,145,72.33333333,70,1/1/2016,145
137,3,1.3,1,2,1,1,1,1600_1615,1400_1800,711,62.66666667,70,1/1/2016,237
137,1,1.3,1,2,0,1,1,1615_1630,1400_1800,153,72,70,1/1/2016,153
137,3,1.3,1,2,1,1,1,1615_1630,1400_1800,664,62.44444444,70,1/1/2016,221.3333333
137,1,1.3,1,2,0,1,1,1630_1645,1400_1800,147,71.66666667,70,1/1/2016,147
137,3,1.3,1,2,1,1,1,1630_1645,1400_1800,663,63,70,1/1/2016,221
137,1,1.3,1,2,0,1,1,1645_1700,1400_1800,138,72,70,1/1/2016,138
137,3,1.3,1,2,1,1,1,1645_1700,1400_1800,724,62.33333333,70,1/1/2016,241.3333333
137,1,1.3,1,2,0,1,1,1700_1715,1400_1800,156,70,70,1/1/2016,156
137,3,1.3,1,2,1,1,1,1700_1715,1400_1800,709,61.88888889,70,1/1/2016,236.3333333
137,1,1.3,1,2,0,1,1,1715_1730,1400_1800,159,72.66666667,70,1/1/2016,159
137,3,1.3,1,2,1,1,1,1715_1730,1400_1800,702,62,70,1/1/2016,234
137,1,1.3,1,2,0,1,1,1730_1745,1400_1800,157,72,70,1/1/2016,157
137,3,1.3,1,2,1,1,1,1730_1745,1400_1800,684,62.66666667,70,1/1/2016,228
137,1,1.3,1,2,0,1,1,1745_1800,1400_1800,142,73.33333333,70,1/1/2016,142
137,3,1.3,1,2,1,1,1,1745_1800,1400_1800,683,62.88888889,70,1/1/2016,227.6666667
137,1,1.3,1,2,0,1,1,1800_1815,1800_0600,146,71.66666667,70,1/1/2016,146
137,3,1.3,1,2,1,1,1,1800_1815,1800_0600,686,61.77777778,70,1/1/2016,228.6666667
137,1,1.3,1,2,0,1,1,1815_1830,1800_0600,123,70.66666667,70,1/1/2016,123
137,3,1.3,1,2,1,1,1,1815_1830,1800_0600,734,61.44444444,70,1/1/2016,244.6666667
137,1,1.3,1,2,0,1,1,1830_1845,1800_0600,154,71.33333333,70,1/1/2016,154
137,3,1.3,1,2,1,1,1,1830_1845,1800_0600,670,62.55555556,70,1/1/2016,223.3333333
137,1,1.3,1,2,0,1,1,1845_1900,1800_0600,159,72.33333333,70,1/1/2016,159
137,3,1.3,1,2,1,1,1,1845_1900,1800_0600,678,62.22222222,70,1/1/2016,226
137,1,1.3,1,2,0,1,1,1900_1915,1800_0600,146,72,70,1/1/2016,146
137,3,1.3,1,2,1,1,1,1900_1915,1800_0600,613,60.77777778,70,1/1/2016,204.3333333
137,1,1.3,1,2,0,1,1,1915_1930,1800_0600,150,72.33333333,70,1/1/2016,150
137,3,1.3,1,2,1,1,1,1915_1930,1800_0600,675,62.33333333,70,1/1/2016,225
137,1,1.3,1,2,0,1,1,1930_1945,1800_0600,157,73,70,1/1/2016,157
137,3,1.3,1,2,1,1,1,1930_1945,1800_0600,623,63.22222222,70,1/1/2016,207.6666667
137,1,1.3,1,2,0,1,1,1945_2000,1800_0600,138,71.66666667,70,1/1/2016,138
137,3,1.3,1,2,1,1,1,1945_2000,1800_0600,590,62.55555556,70,1/1/2016,196.6666667
137,1,1.3,1,2,0,1,1,2000_2015,1800_0600,108,72,70,1/1/2016,108
137,3,1.3,1,2,1,1,1,2000_2015,1800_0600,569,62.44444444,70,1/1/2016,189.6666667
137,1,1.3,1,2,0,1,1,2015_2030,1800_0600,132,70.33333333,70,1/1/2016,132
137,3,1.3,1,2,1,1,1,2015_2030,1800_0600,618,61.66666667,70,1/1/2016,206
137,1,1.3,1,2,0,1,1,2030_2045,1800_0600,120,72.66666667,70,1/1/2016,120
137,3,1.3,1,2,1,1,1,2030_2045,1800_0600,578,60.88888889,70,1/1/2016,192.6666667
137,1,1.3,1,2,0,1,1,2045_2100,1800_0600,109,70,70,1/1/2016,109
137,3,1.3,1,2,1,1,1,2045_2100,1800_0600,521,61.22222222,70,1/1/2016,173.6666667
137,1,1.3,1,2,0,1,1,2100_2115,1800_0600,111,74.33333333,70,1/1/2016,111
137,3,1.3,1,2,1,1,1,2100_2115,1800_0600,560,61.11111111,70,1/1/2016,186.6666667
137,1,1.3,1,2,0,1,1,2115_2130,1800_0600,96,71,70,1/1/2016,96
137,3,1.3,1,2,1,1,1,2115_2130,1800_0600,504,61.77777778,70,1/1/2016,168
137,1,1.3,1,2,0,1,1,2130_2145,1800_0600,97,72.33333333,70,1/1/2016,97
137,3,1.3,1,2,1,1,1,2130_2145,1800_0600,482,61.22222222,70,1/1/2016,160.6666667
137,1,1.3,1,2,0,1,1,2145_2200,1800_0600,102,72.66666667,70,1/1/2016,102
137,3,1.3,1,2,1,1,1,2145_2200,1800_0600,470,61.11111111,70,1/1/2016,156.6666667
137,1,1.3,1,2,0,1,1,2200_2215,1800_0600,85,69,70,1/1/2016,85
137,3,1.3,1,2,1,1,1,2200_2215,1800_0600,488,60.66666667,70,1/1/2016,162.6666667
137,1,1.3,1,2,0,1,1,2215_2230,1800_0600,114,72,70,1/1/2016,114
137,3,1.3,1,2,1,1,1,2215_2230,1800_0600,539,61.88888889,70,1/1/2016,179.6666667
137,1,1.3,1,2,0,1,1,2230_2245,1800_0600,88,72.33333333,70,1/1/2016,88
137,3,1.3,1,2,1,1,1,2230_2245,1800_0600,451,61.88888889,70,1/1/2016,150.3333333
137,1,1.3,1,2,0,1,1,2245_2300,1800_0600,75,70.66666667,70,1/1/2016,75
137,3,1.3,1,2,1,1,1,2245_2300,1800_0600,434,60.33333333,70,1/1/2016,144.6666667
137,1,1.3,1,2,0,1,1,2300_2315,1800_0600,69,70.66666667,70,1/1/2016,69
137,3,1.3,1,2,1,1,1,2300_2315,1800_0600,428,62.77777778,70,1/1/2016,142.6666667
137,1,1.3,1,2,0,1,1,2315_2330,1800_0600,78,72,70,1/1/2016,78
137,3,1.3,1,2,1,1,1,2315_2330,1800_0600,441,61.66666667,70,1/1/2016,147
137,1,1.3,1,2,0,1,1,2330_2345,1800_0600,70,69,70,1/1/2016,70
137,3,1.3,1,2,1,1,1,2330_2345,1800_0600,364,59.55555556,70,1/1/2016,121.3333333
137,1,1.3,1,2,0,1,1,2345_0000,1800_0600,55,71.66666667,70,1/1/2016,55
137,3,1.3,1,2,1,1,1,2345_0000,1800_0600,333,58.55555556,70,1/1/2016,111
137,1,1.3,1,2,0,1,1,0000_0015,1800_0600,60,71,70,1/2/2016,60
137,3,1.3,1,2,1,1,1,0000_0015,1800_0600,305,60.22222222,70,1/2/2016,101.6666667
137,1,1.3,1,2,0,1,1,0015_0030,1800_0600,51,73.66666667,70,1/2/2016,51
137,3,1.3,1,2,1,1,1,0015_0030,1800_0600,292,60,70,1/2/2016,97.33333333
137,1,1.3,1,2,0,1,1,0030_0045,1800_0600,44,70,70,1/2/2016,44
137,3,1.3,1,2,1,1,1,0030_0045,1800_0600,298,59,70,1/2/2016,99.33333333
137,1,1.3,1,2,0,1,1,0045_0100,1800_0600,40,73,70,1/2/2016,40
137,3,1.3,1,2,1,1,1,0045_0100,1800_0600,274,59.88888889,70,1/2/2016,91.33333333
137,1,1.3,1,2,0,1,1,0100_0115,1800_0600,29,73.66666667,70,1/2/2016,29
137,3,1.3,1,2,1,1,1,0100_0115,1800_0600,224,58.44444444,70,1/2/2016,74.66666667
137,1,1.3,1,2,0,1,1,0115_0130,1800_0600,39,74.33333333,70,1/2/2016,39
137,3,1.3,1,2,1,1,1,0115_0130,1800_0600,211,61.33333333,70,1/2/2016,70.33333333
137,1,1.3,1,2,0,1,1,0130_0145,1800_0600,19,72.33333333,70,1/2/2016,19
137,3,1.3,1,2,1,1,1,0130_0145,1800_0600,230,61.33333333,70,1/2/2016,76.66666667
137,1,1.3,1,2,0,1,1,0145_0200,1800_0600,21,73.66666667,70,1/2/2016,21
137,3,1.3,1,2,1,1,1,0145_0200,1800_0600,227,58.33333333,70,1/2/2016,75.66666667
137,1,1.3,1,2,0,1,1,0200_0215,1800_0600,22,74.33333333,70,1/2/2016,22
137,3,1.3,1,2,1,1,1,0200_0215,1800_0600,206,58.66666667,70,1/2/2016,68.66666667
137,1,1.3,1,2,0,1,1,0215_0230,1800_0600,30,74,70,1/2/2016,30
137,3,1.3,1,2,1,1,1,0215_0230,1800_0600,211,58.33333333,70,1/2/2016,70.33333333
137,1,1.3,1,2,0,1,1,0230_0245,1800_0600,29,70,70,1/2/2016,29
137,3,1.3,1,2,1,1,1,0230_0245,1800_0600,214,60.44444444,70,1/2/2016,71.33333333
137,1,1.3,1,2,0,1,1,0245_0300,1800_0600,20,72.66666667,70,1/2/2016,20
137,3,1.3,1,2,1,1,1,0245_0300,1800_0600,193,61.77777778,70,1/2/2016,64.33333333
137,1,1.3,1,2,0,1,1,0300_0315,1800_0600,22,72.66666667,70,1/2/2016,22
137,3,1.3,1,2,1,1,1,0300_0315,1800_0600,218,62.44444444,70,1/2/2016,72.66666667
137,1,1.3,1,2,0,1,1,0315_0330,1800_0600,14,71.66666667,70,1/2/2016,14
137,3,1.3,1,2,1,1,1,0315_0330,1800_0600,179,60.11111111,70,1/2/2016,59.66666667
137,1,1.3,1,2,0,1,1,0330_0345,1800_0600,15,72.66666667,70,1/2/2016,15
137,3,1.3,1,2,1,1,1,0330_0345,1800_0600,174,58.88888889,70,1/2/2016,58
137,1,1.3,1,2,0,1,1,0345_0400,1800_0600,9,64.33333333,70,1/2/2016,9
137,3,1.3,1,2,1,1,1,0345_0400,1800_0600,144,60.33333333,70,1/2/2016,48
137,1,1.3,1,2,0,1,1,0400_0415,1800_0600,14,60.33333333,70,1/2/2016,14
137,3,1.3,1,2,1,1,1,0400_0415,1800_0600,175,59.77777778,70,1/2/2016,58.33333333
137,1,1.3,1,2,0,1,1,0415_0430,1800_0600,12,69,70,1/2/2016,12
137,3,1.3,1,2,1,1,1,0415_0430,1800_0600,171,57.88888889,70,1/2/2016,57
137,1,1.3,1,2,0,1,1,0430_0445,1800_0600,16,65,70,1/2/2016,16
137,3,1.3,1,2,1,1,1,0430_0445,1800_0600,183,58.55555556,70,1/2/2016,61
137,1,1.3,1,2,0,1,1,0445_0500,1800_0600,16,71,70,1/2/2016,16
137,3,1.3,1,2,1,1,1,0445_0500,1800_0600,172,58.55555556,70,1/2/2016,57.33333333
137,1,1.3,1,2,0,1,1,0500_0515,1800_0600,21,66.33333333,70,1/2/2016,21
137,3,1.3,1,2,1,1,1,0500_0515,1800_0600,185,58.22222222,70,1/2/2016,61.66666667
137,1,1.3,1,2,0,1,1,0515_0530,1800_0600,24,70.66666667,70,1/2/2016,24
137,3,1.3,1,2,1,1,1,0515_0530,1800_0600,215,60.33333333,70,1/2/2016,71.66666667
137,1,1.3,1,2,0,1,1,0530_0545,1800_0600,25,73,70,1/2/2016,25
137,3,1.3,1,2,1,1,1,0530_0545,1800_0600,250,60.77777778,70,1/2/2016,83.33333333
137,1,1.3,1,2,0,1,1,0545_0600,1800_0600,34,70.66666667,70,1/2/2016,34
137,3,1.3,1,2,1,1,1,0545_0600,1800_0600,280,58.55555556,70,1/2/2016,93.33333333
137,1,1.3,1,2,0,1,1,0600_0615,0600_0900,44,71.33333333,70,1/2/2016,44
137,3,1.3,1,2,1,1,1,0600_0615,0600_0900,284,60.11111111,70,1/2/2016,94.66666667
137,1,1.3,1,2,0,1,1,0615_0630,0600_0900,58,71.33333333,70,1/2/2016,58
137,3,1.3,1,2,1,1,1,0615_0630,0600_0900,332,60.33333333,70,1/2/2016,110.6666667
137,1,1.3,1,2,0,1,1,0630_0645,0600_0900,65,70.33333333,70,1/2/2016,65
137,3,1.3,1,2,1,1,1,0630_0645,0600_0900,416,61,70,1/2/2016,138.6666667
137,1,1.3,1,2,0,1,1,0645_0700,0600_0900,63,71.66666667,70,1/2/2016,63
137,3,1.3,1,2,1,1,1,0645_0700,0600_0900,401,59.77777778,70,1/2/2016,133.6666667
137,1,1.3,1,2,0,1,1,0700_0715,0600_0900,66,67,70,1/2/2016,66
137,3,1.3,1,2,1,1,1,0700_0715,0600_0900,400,59.66666667,70,1/2/2016,133.3333333
137,1,1.3,1,2,0,1,1,0715_0730,0600_0900,72,70.33333333,70,1/2/2016,72
137,3,1.3,1,2,1,1,1,0715_0730,0600_0900,402,61.11111111,70,1/2/2016,134
137,1,1.3,1,2,0,1,1,0730_0745,0600_0900,76,72.33333333,70,1/2/2016,76
137,3,1.3,1,2,1,1,1,0730_0745,0600_0900,485,62.66666667,70,1/2/2016,161.6666667
137,1,1.3,1,2,0,1,1,0745_0800,0600_0900,70,71.66666667,70,1/2/2016,70
137,3,1.3,1,2,1,1,1,0745_0800,0600_0900,500,61.66666667,70,1/2/2016,166.6666667
137,1,1.3,1,2,0,1,1,0800_0815,0600_0900,70,73.33333333,70,1/2/2016,70
137,3,1.3,1,2,1,1,1,0800_0815,0600_0900,477,61.55555556,70,1/2/2016,159
137,1,1.3,1,2,0,1,1,0815_0830,0600_0900,75,71.66666667,70,1/2/2016,75
137,3,1.3,1,2,1,1,1,0815_0830,0600_0900,495,61.88888889,70,1/2/2016,165
137,1,1.3,1,2,0,1,1,0830_0845,0600_0900,99,73,70,1/2/2016,99
137,3,1.3,1,2,1,1,1,0830_0845,0600_0900,552,61.66666667,70,1/2/2016,184
137,1,1.3,1,2,0,1,1,0845_0900,0600_0900,102,71,70,1/2/2016,102
137,3,1.3,1,2,1,1,1,0845_0900,0600_0900,506,62.44444444,70,1/2/2016,168.6666667
137,1,1.3,1,2,0,1,1,0900_0915,0900_1400,113,72,70,1/2/2016,113
137,3,1.3,1,2,1,1,1,0900_0915,0900_1400,504,61.44444444,70,1/2/2016,168
137,1,1.3,1,2,0,1,1,0915_0930,0900_1400,119,72,70,1/2/2016,119
137,3,1.3,1,2,1,1,1,0915_0930,0900_1400,599,62.55555556,70,1/2/2016,199.6666667
137,1,1.3,1,2,0,1,1,0930_0945,0900_1400,122,71.66666667,70,1/2/2016,122
137,3,1.3,1,2,1,1,1,0930_0945,0900_1400,628,62.33333333,70,1/2/2016,209.3333333
137,1,1.3,1,2,0,1,1,0945_1000,0900_1400,152,72.66666667,70,1/2/2016,152
137,3,1.3,1,2,1,1,1,0945_1000,0900_1400,633,62.88888889,70,1/2/2016,211
137,1,1.3,1,2,0,1,1,1000_1015,0900_1400,119,69,70,1/2/2016,119
137,3,1.3,1,2,1,1,1,1000_1015,0900_1400,634,62.55555556,70,1/2/2016,211.3333333
137,1,1.3,1,2,0,1,1,1015_1030,0900_1400,137,71.33333333,70,1/2/2016,137
137,3,1.3,1,2,1,1,1,1015_1030,0900_1400,660,62.33333333,70,1/2/2016,220
137,1,1.3,1,2,0,1,1,1030_1045,0900_1400,161,72,70,1/2/2016,161
137,3,1.3,1,2,1,1,1,1030_1045,0900_1400,698,63.11111111,70,1/2/2016,232.6666667
137,1,1.3,1,2,0,1,1,1045_1100,0900_1400,163,73.33333333,70,1/2/2016,163
137,3,1.3,1,2,1,1,1,1045_1100,0900_1400,731,63.33333333,70,1/2/2016,243.6666667
