link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_hour_factor,congestion_period
78,3,4,1/1/2016,1,1,1400_1800,4776.5,1194.125,64.32812499875,18.56102439562833,0,0,1159.25,1183.0,4.1203364244123355,0.25
78,3,4,1/10/2016,1,1,1400_1800,5419.0,1354.75,63.744791665625,21.252273565424048,0,0,1337.75,1364.0,4.050831620257895,0.25
78,3,4,1/12/2016,1,1,1400_1800,4482.75,1120.6875,24.848958332687502,69.79321314101654,1,15,4077.0,1087.2,1.0995217071376011,3.75
78,3,4,1/13/2016,1,1,1400_1800,4600.75,1150.1875,27.161458333375,55.55814413425832,2,15,3771.75,1077.642857142857,1.2197918737986346,3.5
78,3,4,1/14/2016,1,1,1400_1800,4548.25,1137.0625,25.6562500011875,66.66195337605915,3,15,3349.75,1030.6923076923076,1.3577878946190014,3.25
78,3,4,1/16/2016,1,1,1400_1800,4676.0,1169.0,27.33854166625,45.90521603376092,0,14,4341.5,1157.7333333333333,1.0770471035356444,3.75
78,3,4,1/17/2016,1,1,1400_1800,5586.5,1396.625,63.411458333125,22.02348869701826,0,0,1302.25,1460.0,4.289882894989441,0.25
78,3,4,1/18/2016,1,1,1400_1800,5851.0,1462.75,44.16145833375,33.79700459355973,2,15,5040.0,1440.0,1.1609126984126985,3.5
78,3,4,1/2/2016,1,1,1400_1800,5754.75,1438.6875,64.562500000625,22.279283202685853,0,0,1030.25,1454.0,5.58578015044892,0.25
78,3,4,1/20/2016,1,1,1400_1800,4580.25,1145.0625,26.609375000250004,59.06690070077407,1,15,4168.25,1111.5333333333333,1.0988424398728482,3.75
78,3,4,1/21/2016,1,1,1400_1800,4636.0,1159.0,27.75,53.67110190850426,1,15,4251.0,1133.6,1.0905669254293107,3.75
78,3,4,1/23/2016,1,1,1400_1800,5890.5,1472.625,47.395833332500004,31.656570695558663,3,15,4690.25,1443.1538461538462,1.2559032034539737,3.25
78,3,4,1/24/2016,1,1,1400_1800,5331.75,1332.9375,63.75,20.90740027091657,0,0,1232.75,1435.0,4.325086189413912,0.25
78,3,4,1/25/2016,1,1,1400_1800,4348.5,1087.125,25.27604166725,59.34878144844509,1,15,3953.75,1054.3333333333333,1.099841922225735,3.75
78,3,4,1/26/2016,1,1,1400_1800,4593.5,1148.375,28.8177083339375,49.90577582769227,1,15,4194.75,1118.6,1.095059300315871,3.75
78,3,4,1/27/2016,1,1,1400_1800,4621.75,1155.4375,28.8593750014375,51.09670624562288,2,15,3802.75,1086.5,1.2153704555913483,3.5
78,3,4,1/28/2016,1,1,1400_1800,5133.75,1283.4375,39.80208333375,33.70357763272473,1,13,4114.5,1266.0,1.2477214728399562,3.25
78,3,4,1/3/2016,1,1,1400_1800,5379.75,1344.9375,64.515624999375,20.85462593251733,0,0,1356.5,1463.0,3.9659049023221526,0.25
78,3,4,1/30/2016,1,1,1400_1800,5828.75,1457.1875,59.494791665625,24.894314760714273,14,15,1064.5,1383.0,5.475575387505871,0.5
78,3,4,1/31/2016,1,1,1400_1800,5599.5,1399.875,63.802083333125,21.939258976173498,0,0,1276.75,1418.0,4.3857450558057565,0.25
78,3,4,1/4/2016,1,1,1400_1800,4711.25,1177.8125,30.890625,46.40596193044686,1,15,4356.0,1161.6,1.0815541781450873,3.75
78,3,4,1/5/2016,1,1,1400_1800,4177.0,1044.25,19.3645833340625,84.94931685309382,1,15,3840.75,1024.2,1.0875480049469504,3.75
78,3,4,1/6/2016,1,1,1400_1800,4866.25,1216.5625,28.166666665,56.59946253888185,1,15,4474.0,1193.0666666666666,1.087673223066607,3.75
78,3,4,1/7/2016,1,1,1400_1800,4745.75,1186.4375,26.7552083326875,70.44529652642254,3,15,3585.0,1103.076923076923,1.3237796373779638,3.25
78,3,4,1/8/2016,1,1,1400_1800,4526.0,1131.5,27.90625,50.67171919141842,2,15,3862.5,1103.5714285714287,1.1717799352750808,3.5
78,3,4,1/9/2016,1,1,1400_1800,5960.0,1490.0,54.427083333125,27.644960491209844,11,15,1694.75,1355.8,3.516742882431037,1.25
78,3,4,2/1/2016,1,1,1400_1800,4864.25,1216.0625,31.411458333124997,46.05479179161627,3,15,3687.75,1134.6923076923076,1.3190292183580774,3.25
78,3,4,2/10/2016,1,1,1400_1800,4679.25,1169.8125,28.078125000625,53.03672059752395,2,15,3885.25,1110.0714285714287,1.204362653625893,3.5
78,3,4,2/11/2016,1,1,1400_1800,4534.5,1133.625,26.09895833275,56.668994417701974,1,15,4153.5,1107.6,1.0917298663777537,3.75
78,3,4,2/13/2016,1,1,1400_1800,5999.75,1499.9375,50.119791666875,29.974761653658682,3,7,1932.0,1545.6,3.10546066252588,1.25
78,3,4,2/14/2016,1,1,1400_1800,5856.0,1464.0,62.8125,23.317716565046837,0,0,1487.75,1568.0,3.9361451856830785,0.25
78,3,4,2/15/2016,1,1,1400_1800,5179.5,1294.875,35.453125,38.767623737734866,3,15,3980.0,1224.6153846153845,1.3013819095477388,3.25
78,3,4,2/16/2016,1,1,1400_1800,4476.25,1119.0625,25.0208333329375,67.36734090220875,2,15,3696.5,1056.142857142857,1.2109427837143243,3.5
