link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_hour_factor,congestion_period
78,3,4,1/1/2016,0,0,0900_1400,4887.0,977.4,72.233333333,13.53602918259119,0,0,987.0,1428.0,4.951367781155016,0.25
78,3,4,1/10/2016,0,0,0900_1400,4458.0,891.6,72.16666666799999,12.377651373032208,0,0,960.0,484.0,4.64375,0.25
78,3,4,1/11/2016,0,0,0900_1400,6794.0,1358.8,59.383333332999996,24.303325701768344,1,6,1767.0,1178.0,3.8449349179400114,1.5
78,3,4,1/12/2016,0,0,0900_1400,5610.0,1122.0,70.68333333400001,15.908752801644358,0,0,1199.0,912.0,4.678899082568807,0.25
78,3,4,1/13/2016,0,0,0900_1400,5529.0,1105.8,70.75,15.655196489658602,0,0,1122.0,1008.0,4.927807486631016,0.25
78,3,4,1/14/2016,0,0,0900_1400,5591.0,1118.2,70.0499999995,16.038430099098353,0,0,1306.0,724.0,4.281010719754977,0.25
78,3,4,1/15/2016,0,0,0900_1400,7849.0,1569.8,59.666666666000005,27.382229566667906,5,11,2937.0,1678.2857142857142,2.672454885938032,1.75
78,3,4,1/16/2016,0,0,0900_1400,7905.0,1581.0,60.749999998999996,26.8618287233838,17,19,1275.0,1700.0,6.2,0.75
78,3,4,1/17/2016,0,0,0900_1400,5168.0,1033.6,71.54999999949999,14.469343437380473,0,0,1248.0,544.0,4.141025641025641,0.25
78,3,4,1/18/2016,0,0,0900_1400,5808.0,1161.6,70.85,16.45069541345219,0,0,1192.0,672.0,4.87248322147651,0.25
78,3,4,1/19/2016,0,0,0900_1400,5620.0,1124.0,69.96666666750001,16.25013524205142,0,0,1296.0,912.0,4.33641975308642,0.25
78,3,4,1/2/2016,0,0,0900_1400,5212.0,1042.4,71.7499999995,14.540958038470587,0,0,1140.0,600.0,4.571929824561403,0.25
78,3,4,1/20/2016,0,0,0900_1400,5580.0,1116.0,70.9666666665,15.760953190076602,0,0,1206.0,948.0,4.626865671641791,0.25
78,3,4,1/21/2016,0,0,0900_1400,5853.0,1170.6,70.6166666675,16.610745429567988,0,0,1267.0,1024.0,4.619573796369377,0.25
78,3,4,1/22/2016,0,0,0900_1400,5165.0,1033.0,65.716666667,16.011463056171074,18,19,1778.0,1754.0,2.904949381327334,0.5
78,3,4,1/23/2016,0,0,0900_1400,6334.0,1266.8,71.1000000005,17.85179479784022,0,0,1500.0,760.0,4.222666666666667,0.25
78,3,4,1/24/2016,0,0,0900_1400,4449.0,889.8,72.149999999,12.353414214772908,0,0,1207.0,436.0,3.6859983429991714,0.25
78,3,4,1/25/2016,0,0,0900_1400,5438.0,1087.6,70.8,15.4638109300169,0,0,1202.0,820.0,4.524126455906822,0.25
78,3,4,1/26/2016,0,0,0900_1400,5073.0,1014.6,71.22499999850001,14.261017428675823,0,0,875.0,972.0,5.797714285714286,0.25
78,3,4,1/27/2016,0,0,0900_1400,5453.0,1090.6,71.2333333335,15.331284461906602,0,0,1136.0,872.0,4.800176056338028,0.25
78,3,4,1/28/2016,0,0,0900_1400,5934.0,1186.8,65.08333333350001,18.9030295041627,16,18,1335.0,1313.3333333333333,4.444943820224719,0.75
78,3,4,1/29/2016,0,0,0900_1400,6832.0,1366.4,69.75000000000001,19.70169382502942,0,0,1322.0,1048.0,5.167927382753404,0.25
78,3,4,1/3/2016,0,0,0900_1400,7406.0,1481.2,69.35000000049999,21.600660069979746,11,11,1733.0,1704.0,4.273514137334103,0.25
78,3,4,1/30/2016,0,0,0900_1400,6117.0,1223.4,71.383333334,17.170071739132887,0,0,1337.0,720.0,4.575168287210172,0.25
78,3,4,1/31/2016,0,0,0900_1400,4475.0,895.0,71.783333334,12.480505680947488,0,0,779.0,476.0,5.7445442875481385,0.25
78,3,4,1/4/2016,0,0,0900_1400,5636.0,1127.2,67.1,17.45855227070643,17,18,1621.0,1726.0,3.4768661320172733,0.5
78,3,4,1/5/2016,0,0,0900_1400,5568.0,1113.6,63.450000001,19.160488639598174,10,14,1690.0,1352.0,3.294674556213018,1.25
78,3,4,1/6/2016,0,0,0900_1400,5276.0,1055.2,71.0500000005,14.863449043495814,0,0,915.0,964.0,5.766120218579235,0.25
78,3,4,1/7/2016,0,0,0900_1400,5756.0,1151.2,63.2000000005,18.179678355461544,1,3,936.0,985.3333333333334,6.14957264957265,0.75
78,3,4,1/8/2016,0,0,0900_1400,6509.0,1301.8,69.5499999995,18.998172052335697,0,0,1343.0,1008.0,4.846612062546537,0.25
78,3,4,1/9/2016,0,0,0900_1400,5850.0,1170.0,71.516666667,16.37668824766083,0,0,851.0,764.0,6.8742655699177435,0.25
78,3,4,2/1/2016,0,0,0900_1400,5452.0,1090.4,72.7500000005,15.00062100049801,0,0,933.0,740.0,5.843515541264737,0.25
78,3,4,2/10/2016,0,0,0900_1400,5832.0,1166.4,70.39999999950001,16.641777919600795,0,0,1221.0,924.0,4.776412776412776,0.25
78,3,4,2/11/2016,0,0,0900_1400,6424.0,1284.8,70.18333333500001,18.376172110189696,0,0,1675.0,1000.0,3.835223880597015,0.25
78,3,4,2/12/2016,0,0,0900_1400,7639.0,1527.8,65.75,23.75703496959422,16,19,1806.0,1704.0,4.229789590254707,1.0
78,3,4,2/13/2016,0,0,0900_1400,7184.0,1436.8,70.24999999949999,20.527082487659293,0,0,1686.0,952.0,4.26097271648873,0.25
78,3,4,2/14/2016,0,0,0900_1400,5320.0,1064.0,71.70000000050001,14.864614654561262,0,0,960.0,532.0,5.541666666666667,0.25
78,3,4,2/15/2016,0,0,0900_1400,6822.0,1364.4,70.75000000050001,19.35984676187275,0,0,1301.0,884.0,5.243658724058417,0.25
78,3,4,2/16/2016,0,0,0900_1400,5996.0,1199.2,70.7333333335,16.98337721353449,0,0,1408.0,924.0,4.2585227272727275,0.25
78,3,4,2/17/2016,0,0,0900_1400,6275.0,1255.0,69.7166666665,18.08149312230809,0,0,1101.0,1052.0,5.699364214350591,0.25
78,3,4,2/18/2016,0,0,0900_1400,6488.0,1297.6,69.8166666655,18.775373471001718,0,0,1376.0,1004.0,4.715116279069767,0.25
78,3,4,2/19/2016,0,0,0900_1400,7202.0,1440.4,66.466666667,22.2220631861817,17,19,1223.0,1630.6666666666667,5.888798037612428,0.75
78,3,4,2/2/2016,0,0,0900_1400,5480.0,1096.0,71.85,15.393636204717335,0,0,1206.0,924.0,4.543946932006634,0.25
78,3,4,2/20/2016,0,0,0900_1400,6660.0,1332.0,61.483333333,23.30766154745006,12,17,1968.0,1312.0,3.3841463414634148,1.5
78,3,4,2/21/2016,0,0,0900_1400,5365.0,1073.0,71.91666666649999,14.93779392693491,0,0,1079.0,632.0,4.9721964782205745,0.25
78,3,4,2/22/2016,0,0,0900_1400,5638.0,1127.6,70.766666666,15.992658358764226,0,0,1179.0,904.0,4.782018659881255,0.25
78,3,4,2/23/2016,0,0,0900_1400,6261.0,1252.2,69.2166666665,18.26962969054284,6,6,1140.0,1168.0,5.492105263157895,0.25
78,3,4,2/24/2016,0,0,0900_1400,6208.0,1241.6,69.0166666655,18.36004861524494,0,0,1759.0,1008.0,3.5292779988629905,0.25
78,3,4,2/25/2016,0,0,0900_1400,7040.0,1408.0,68.41666666649999,20.87689806180209,0,0,1889.0,1164.0,3.7268395976707254,0.25
78,3,4,2/26/2016,0,0,0900_1400,7265.0,1453.0,67.5833333345,21.819820699814336,19,19,1401.0,1816.0,5.185581727337616,0.25
78,3,4,2/27/2016,0,0,0900_1400,7478.0,1495.6,68.76666666649999,22.048124951173737,17,17,1920.0,1852.0,3.894791666666667,0.25
78,3,4,2/28/2016,0,0,0900_1400,5341.0,1068.2,71.866666667,14.869951295658172,0,0,1077.0,556.0,4.9591457753017645,0.25
78,3,4,2/29/2016,0,0,0900_1400,6121.0,1224.2,70.700000001,17.38906662388504,0,0,1282.0,956.0,4.774570982839314,0.25
