link_id,from_node_id,to_node_id,Date,FT,AT,period,vol_period,vol_period_hourly,speed_period,density_period,t0,t3,Demand,avg_discharge_rate,peak_hour_factor,congestion_period
78,3,4,1/1/2016,0,1,1800_0600,5560.0,463.3333333333333,71.395833334375,6.495316751096046,0,0,321.0,196.0,17.3208722741433,0.25
78,3,4,1/10/2016,0,1,1800_0600,6462.0,538.5,68.90277777833333,7.761548347386537,0,0,408.0,356.0,15.838235294117647,0.25
78,3,4,1/11/2016,0,1,1800_0600,6101.0,508.4166666666667,68.604166666875,7.814673703548057,24,24,739.0,952.0,8.25575101488498,0.25
78,3,4,1/12/2016,0,1,1800_0600,6424.0,535.3333333333334,63.04166666708333,13.40751752606196,24,29,1497.0,998.0,4.29124916499666,1.5
78,3,4,1/13/2016,0,1,1800_0600,6718.0,559.8333333333334,65.18055555520833,9.881765434442558,24,28,1506.0,1204.8,4.46082337317397,1.25
78,3,4,1/14/2016,0,1,1800_0600,6588.0,549.0,61.229166666125,14.92216506480944,24,30,1637.0,935.4285714285714,4.024434941967013,1.75
78,3,4,1/15/2016,0,1,1800_0600,7676.0,639.6666666666666,63.361111111458335,12.492012257136148,24,31,2416.0,1208.0,3.1771523178807946,2.0
78,3,4,1/16/2016,0,1,1800_0600,6969.0,580.75,68.69444444375,8.470136476215165,38,38,724.0,820.0,9.625690607734807,0.25
78,3,4,1/17/2016,0,1,1800_0600,6276.0,523.0,68.666666666875,7.561499476856295,0,0,314.0,292.0,19.987261146496817,0.25
78,3,4,1/18/2016,0,1,1800_0600,6146.0,512.1666666666666,68.86111111104167,7.374495250046593,0,0,295.0,228.0,20.692865498818822,0.25
78,3,4,1/19/2016,0,1,1800_0600,6434.0,536.1666666666666,64.98611111125,10.095651802843447,24,27,860.0,1128.0,7.481395348837209,1.0
78,3,4,1/2/2016,0,1,1800_0600,6408.0,534.0,69.24305555583334,7.625419369131097,0,0,378.0,228.0,16.952380952380953,0.25
78,3,4,1/20/2016,0,1,1800_0600,5949.0,495.75,60.15972222291666,9.845941508406613,30,37,1104.0,552.0,5.388586956521739,2.0
78,3,4,1/21/2016,0,1,1800_0600,6647.0,553.9166666666666,64.60416666583335,10.76385301848706,24,28,1397.0,1117.6,4.758052970651396,1.25
78,3,4,1/22/2016,0,1,1800_0600,7226.0,602.1666666666666,66.36111111125,9.853773930982507,24,28,1524.0,1219.2,4.741469816272966,1.25
78,3,4,1/23/2016,0,1,1800_0600,7250.0,604.1666666666666,68.68750000020833,8.95770235685815,24,25,1000.0,1776.0,7.25,0.5
78,3,4,1/24/2016,0,1,1800_0600,5579.0,464.9166666666667,69.47222222250001,6.655161834749549,0,0,290.0,264.0,18.78384259972506,0.25
78,3,4,1/25/2016,0,1,1800_0600,5805.0,483.75,67.24999999958334,8.061995040903277,24,26,925.0,1149.3333333333333,6.275675675675676,0.75
78,3,4,1/26/2016,0,1,1800_0600,6335.0,527.9166666666666,65.88194444437501,9.357474598471853,24,27,821.0,1141.0,7.716199756394641,1.0
78,3,4,1/27/2016,0,1,1800_0600,6682.0,556.8333333333334,66.24305555583334,9.68887182274337,24,27,823.0,1133.0,8.119076549210206,1.0
78,3,4,1/28/2016,0,1,1800_0600,6230.0,519.1666666666666,69.24305555541666,7.433419417980294,0,0,283.0,232.0,20.975683706091974,0.25
78,3,4,1/29/2016,0,1,1800_0600,7336.0,611.3333333333334,67.22222222229166,9.893969515426509,24,26,892.0,1236.0,8.22421524663677,0.75
78,3,4,1/3/2016,0,1,1800_0600,5745.0,478.75,68.833333333125,6.912714004126262,0,0,317.0,384.0,18.123028391167193,0.25
78,3,4,1/30/2016,0,1,1800_0600,5666.0,539.6190476190476,64.68253968333333,9.035059619746765,24,27,1234.0,1492.0,4.591572123176661,1.0
78,3,4,1/31/2016,0,1,1800_0600,4120.0,484.70588235294116,66.21568627499998,7.010045175397713,2,2,4.0,4.0,13.871559690064034,0.25
78,3,4,1/4/2016,0,1,1800_0600,5669.0,472.4166666666667,64.60763888895833,10.372846772836057,24,27,1014.0,1014.0,5.590729783037475,1.0
78,3,4,1/5/2016,0,1,1800_0600,6730.0,560.8333333333334,64.33333333333333,10.023668075223142,24,28,1304.0,1043.2,5.161042944785276,1.25
78,3,4,1/6/2016,0,1,1800_0600,7071.0,589.25,65.63194444416666,9.258147554800816,24,25,943.0,1218.0,7.498409331919406,0.5
78,3,4,1/7/2016,0,1,1800_0600,6516.0,543.0,66.74305555645833,8.761586203084237,24,25,851.0,1026.0,7.656874265569917,0.5
78,3,4,1/8/2016,0,1,1800_0600,7297.0,608.0833333333334,64.22222222270834,11.302666114880298,24,28,1507.0,1205.6,4.842070338420704,1.25
78,3,4,1/9/2016,0,1,1800_0600,7616.0,634.6666666666666,67.88888888833334,9.759747303048059,24,27,1066.0,1688.0,7.144465290806754,1.0
78,3,4,2/1/2016,0,1,1800_0600,5551.0,462.5833333333333,68.895833333125,6.789944191419778,24,24,767.0,1108.0,7.237288135593221,0.25
78,3,4,2/10/2016,0,1,1800_0600,6556.0,546.3333333333334,64.92361111083333,10.72865169798755,24,28,1389.0,1111.2,4.7199424046076315,1.25
78,3,4,2/11/2016,0,1,1800_0600,6802.0,566.8333333333334,62.49305555583334,12.34182186827249,24,31,2100.0,1050.0,3.239047619047619,2.0
78,3,4,2/12/2016,0,1,1800_0600,7851.0,654.25,63.590277778125,12.805220102686937,24,30,2136.0,1220.5714285714287,3.675561797752809,1.75
78,3,4,2/13/2016,0,1,1800_0600,7841.0,653.4166666666666,68.659722221875,9.619497180138262,25,26,1476.0,1686.0,5.312330623306233,0.5
78,3,4,2/14/2016,0,1,1800_0600,6639.0,553.25,69.847222223125,7.90438281001186,0,0,256.0,336.0,22.35273902483862,0.25
